years;Province_Code;Province_name;General_Total-Total;General_Total-Male;General_Total-Female;Illiterate-Total;Illiterate-Male;Illiterate-Female;_Literate_without_a_diploma-Total;_Literate_without_a_diploma-Male;_Literate_without_a_diploma-Female;Primary_school-Total;Primary_school-Male;Primary_school-Female;Primary_education-Total;Primary_education-Male;Primary_education-Female;Lower_secondary_school-Total;Lower_secondary_school-Male;Lower_secondary_school-Female;Upper_secondary_school-Total;Upper_secondary_school-Male;Upper_secondary_school-Female;Universities_and_other_higher_educational_institutions-Total;Universities_and_other_higher_educational_institutions-Male;Universities_and_other_higher_educational_institutions-Female;Master_(Including_5_or_6_Years_Faculties)-Total;Master_(Including_5_or_6_Years_Faculties)-Male;Master_(Including_5_or_6_Years_Faculties)-Female;Doctorate-Total;Doctorate-Male;Doctorate-Female;_Unknown-Total;_Unknown-Male;_Unknown-Female
2021;10;Balıkesir; 1 036 306;  515 572;  520 734;  18 609;  3 257;  15 352;  35 465;  9 614;  25 851;  270 750;  107 105;  163 645;  76 316;  42 256;  34 060;  164 410;  90 873;  73 537;  255 585;  144 785;  110 800;  185 523;  101 679;  83 844;  16 983;  9 541;  7 442;  2 542;  1 565;   977;  10 123;  4 897;  5 226
2021;11;Bilecik;  184 100;  96 151;  87 949;  2 882;   456;  2 426;  3 026;   691;  2 335;  41 741;  15 226;  26 515;  14 529;  7 459;  7 070;  31 100;  17 865;  13 235;  53 598;  32 993;  20 605;  33 094;  19 106;  13 988;  2 863;  1 679;  1 184;   466;   287;   179;   801;   389;   412
2021;12;Bingöl;  208 909;  105 033;  103 876;  12 632;  2 044;  10 588;  10 068;  2 976;  7 092;  25 006;  11 064;  13 942;  17 990;  10 186;  7 804;  43 384;  22 804;  20 580;  64 252;  34 719;  29 533;  30 476;  18 026;  12 450;  3 392;  2 219;  1 173;   497;   374;   123;  1 212;   621;   591
2021;13;Bitlis;  240 930;  124 523;  116 407;  13 985;  1 923;  12 062;  15 811;  3 907;  11 904;  32 102;  13 614;  18 488;  20 974;  11 979;  8 995;  63 921;  34 955;  28 966;  58 113;  35 824;  22 289;  31 339;  19 516;  11 823;  3 428;  2 254;  1 174;   389;   272;   117;   868;   279;   589
2021;14;Bolu;  256 191;  125 506;  130 685;  6 903;   912;  5 991;  7 441;  1 753;  5 688;  58 890;  23 162;  35 728;  21 246;  10 445;  10 801;  36 641;  20 196;  16 445;  72 396;  41 421;  30 975;  45 068;  23 539;  21 529;  5 027;  2 678;  2 349;  1 219;   757;   462;  1 360;   643;   717
2021;15;Burdur;  224 659;  111 781;  112 878;  4 750;   607;  4 143;  7 268;  1 286;  5 982;  59 090;  24 058;  35 032;  17 821;  9 631;  8 190;  36 461;  21 248;  15 213;  54 670;  30 684;  23 986;  38 098;  20 641;  17 457;  4 189;  2 418;  1 771;   802;   486;   316;  1 510;   722;   788
2021;16;Bursa; 2 437 329; 1 209 584; 1 227 745;  51 766;  6 624;  45 142;  53 828;  12 330;  41 498;  467 335;  174 219;  293 116;  215 237;  116 425;  98 812;  451 983;  243 455;  208 528;  667 284;  384 412;  282 872;  447 631;  230 366;  217 265;  43 280;  22 985;  20 295;  5 685;  3 378;  2 307;  33 300;  15 390;  17 910
2021;17;Çanakkale;  464 951;  233 010;  231 941;  5 206;  1 061;  4 145;  15 588;  4 702;  10 886;  123 918;  50 495;  73 423;  30 659;  16 720;  13 939;  67 644;  37 430;  30 214;  116 682;  65 815;  50 867;  90 826;  49 170;  41 656;  10 005;  5 259;  4 746;  2 178;  1 294;   884;  2 245;  1 064;  1 181
2021;18;Çankırı;  157 461;  78 821;  78 640;  5 883;   771;  5 112;  5 910;  1 375;  4 535;  39 588;  15 807;  23 781;  13 573;  6 762;  6 811;  26 196;  15 039;  11 157;  40 228;  24 120;  16 108;  22 389;  12 819;  9 570;  2 236;  1 338;   898;   415;   258;   157;  1 043;   532;   511
2021;19;Çorum;  421 590;  207 820;  213 770;  18 339;  3 065;  15 274;  23 883;  6 465;  17 418;  106 452;  44 809;  61 643;  40 785;  22 755;  18 030;  71 793;  39 806;  31 987;  91 161;  52 575;  38 586;  59 098;  32 731;  26 367;  5 735;  3 394;  2 341;   924;   588;   336;  3 420;  1 632;  1 788
2021;20;Denizli;  834 054;  412 605;  421 449;  10 566;  1 405;  9 161;  29 487;  5 253;  24 234;  191 286;  79 858;  111 428;  79 009;  42 528;  36 481;  144 897;  81 409;  63 488;  212 453;  116 585;  95 868;  141 862;  72 693;  69 169;  14 156;  7 608;  6 548;  2 528;  1 459;  1 069;  7 810;  3 807;  4 003
2021;21;Diyarbakır; 1 213 325;  608 211;  605 114;  83 213;  12 138;  71 075;  100 610;  24 273;  76 337;  145 917;  67 167;  78 750;  88 571;  54 739;  33 832;  315 943;  171 538;  144 405;  284 102;  168 312;  115 790;  169 860;  94 673;  75 187;  19 682;  12 607;  7 075;  2 101;  1 494;   607;  3 326;  1 270;  2 056
2021;22;Edirne;  345 729;  173 930;  171 799;  7 466;  1 475;  5 991;  10 534;  3 198;  7 336;  91 368;  38 777;  52 591;  25 856;  13 924;  11 932;  52 823;  30 147;  22 676;  90 174;  50 882;  39 292;  57 489;  30 401;  27 088;  6 460;  3 332;  3 128;  1 658;   899;   759;  1 901;   895;  1 006
2021;23;Elazığ;  459 478;  224 998;  234 480;  17 355;  2 899;  14 456;  29 833;  4 739;  25 094;  70 737;  24 671;  46 066;  33 501;  18 428;  15 073;  91 000;  48 405;  42 595;  123 318;  72 934;  50 384;  78 428;  44 025;  34 403;  9 873;  5 786;  4 087;  2 037;  1 360;   677;  3 396;  1 751;  1 645
2021;24;Erzincan;  189 421;  95 526;  93 895;  8 213;  1 082;  7 131;  6 832;  1 528;  5 304;  33 919;  13 771;  20 148;  12 684;  6 746;  5 938;  30 754;  17 084;  13 670;  54 906;  30 972;  23 934;  35 106;  20 305;  14 801;  3 561;  2 120;  1 441;   803;   549;   254;  2 643;  1 369;  1 274
2021;25;Erzurum;  565 331;  278 800;  286 531;  30 291;  3 938;  26 353;  25 926;  6 478;  19 448;  105 469;  38 026;  67 443;  37 379;  20 506;  16 873;  114 832;  63 065;  51 767;  145 741;  87 492;  58 249;  86 906;  49 378;  37 528;  11 773;  6 627;  5 146;  2 884;  1 866;  1 018;  4 130;  1 424;  2 706
2021;26;Eskişehir;  720 944;  356 121;  364 823;  11 314;  1 341;  9 973;  12 148;  2 376;  9 772;  140 648;  47 870;  92 778;  47 564;  23 667;  23 897;  109 126;  58 910;  50 216;  215 940;  125 673;  90 267;  152 602;  80 190;  72 412;  18 762;  9 645;  9 117;  4 692;  2 562;  2 130;  8 148;  3 887;  4 261
2021;27;Gaziantep; 1 447 244;  725 899;  721 345;  50 084;  4 714;  45 370;  56 774;  13 958;  42 816;  260 949;  95 850;  165 099;  164 360;  101 010;  63 350;  360 050;  200 984;  159 066;  315 598;  181 720;  133 878;  195 862;  104 392;  91 470;  22 870;  13 236;  9 634;  2 811;  1 732;  1 079;  17 886;  8 303;  9 583
2021;28;Giresun;  373 603;  184 768;  188 835;  16 854;  2 321;  14 533;  27 092;  5 256;  21 836;  79 482;  37 679;  41 803;  28 522;  15 840;  12 682;  58 820;  33 153;  25 667;  91 817;  52 763;  39 054;  60 266;  32 005;  28 261;  5 489;  3 012;  2 477;  1 051;   651;   400;  4 210;  2 088;  2 122
2021;29;Gümüşhane;  121 890;  60 978;  60 912;  4 394;   544;  3 850;  7 249;  2 288;  4 961;  23 003;  9 471;  13 532;  9 370;  4 647;  4 723;  17 116;  9 761;  7 355;  33 339;  19 257;  14 082;  19 308;  10 701;  8 607;  2 002;  1 158;   844;   410;   284;   126;  5 699;  2 867;  2 832
2021;30;Hakkari;  198 578;  105 558;  93 020;  8 986;  1 931;  7 055;  9 565;  3 239;  6 326;  15 436;  7 664;  7 772;  10 797;  5 471;  5 326;  56 652;  27 500;  29 152;  65 539;  39 796;  25 743;  26 931;  17 295;  9 636;  2 257;  1 595;   662;   170;   109;   61;  2 245;   958;  1 287
2021;31;Hatay; 1 216 235;  607 039;  609 196;  24 711;  4 540;  20 171;  67 572;  13 565;  54 007;  254 691;  112 569;  142 122;  107 699;  60 227;  47 472;  256 129;  139 156;  116 973;  276 208;  154 669;  121 539;  183 260;  97 623;  85 637;  17 676;  10 170;  7 506;  2 120;  1 332;   788;  26 169;  13 188;  12 981
2021;32;Isparta;  357 173;  175 313;  181 860;  7 930;   987;  6 943;  9 452;  1 899;  7 553;  78 011;  30 009;  48 002;  24 564;  12 575;  11 989;  54 442;  30 207;  24 235;  101 274;  55 607;  45 667;  67 539;  36 470;  31 069;  8 189;  4 426;  3 763;  2 350;  1 513;   837;  3 422;  1 620;  1 802
2021;33;Mersin; 1 431 511;  707 867;  723 644;  28 917;  4 163;  24 754;  65 267;  14 661;  50 606;  293 001;  119 318;  173 683;  112 771;  65 356;  47 415;  276 035;  151 746;  124 289;  362 876;  200 567;  162 309;  251 284;  130 195;  121 089;  23 717;  13 008;  10 709;  3 187;  1 819;  1 368;  14 456;  7 034;  7 422
2021;34;İstanbul; 11 877 148; 5 906 051; 5 971 097;  217 421;  26 072;  191 349;  268 036;  65 000;  203 036; 1 936 864;  758 920; 1 177 944;  900 156;  516 705;  383 451; 2 150 773; 1 188 314;  962 459; 3 224 668; 1 768 817; 1 455 851; 2 586 331; 1 279 925; 1 306 406;  370 978;  191 325;  179 653;  58 231;  32 160;  26 071;  163 690;  78 813;  84 877
2021;35;İzmir; 3 590 511; 1 773 811; 1 816 700;  46 041;  6 972;  39 069;  105 851;  22 972;  82 879;  705 089;  283 248;  421 841;  256 196;  148 975;  107 221;  607 601;  335 057;  272 544;  967 679;  525 915;  441 764;  769 101;  384 869;  384 232;  89 885;  44 410;  45 475;  17 095;  9 057;  8 038;  25 973;  12 336;  13 637
2021;36;Kars;  206 824;  106 212;  100 612;  12 556;  1 646;  10 910;  9 073;  2 748;  6 325;  39 292;  17 226;  22 066;  17 769;  10 787;  6 982;  48 095;  27 989;  20 106;  46 745;  28 215;  18 530;  27 051;  14 450;  12 601;  3 263;  1 818;  1 445;   667;   405;   262;  2 313;   928;  1 385
2021;37;Kastamonu;  312 461;  153 281;  159 180;  15 235;  2 290;  12 945;  17 478;  4 019;  13 459;  87 576;  37 782;  49 794;  26 435;  14 294;  12 141;  47 943;  27 389;  20 554;  67 828;  40 262;  27 566;  43 268;  23 558;  19 710;  4 500;  2 522;  1 978;   850;   515;   335;  1 348;   650;   698
2021;38;Kayseri; 1 086 269;  540 280;  545 989;  25 346;  2 529;  22 817;  31 668;  5 594;  26 074;  208 630;  75 345;  133 285;  87 914;  51 192;  36 722;  212 665;  117 541;  95 124;  290 208;  165 236;  124 972;  190 944;  102 579;  88 365;  20 800;  11 297;  9 503;  3 526;  2 167;  1 359;  14 568;  6 800;  7 768
2021;39;Kırklareli;  307 479;  156 128;  151 351;  4 769;   836;  3 933;  6 235;  1 799;  4 436;  75 123;  30 867;  44 256;  27 269;  14 381;  12 888;  48 036;  26 756;  21 280;  86 047;  49 343;  36 704;  52 771;  28 315;  24 456;  4 828;  2 626;  2 202;   734;   434;   300;  1 667;   771;   896
2021;40;Kırşehir;  186 850;  91 445;  95 405;  5 661;   572;  5 089;  6 878;  1 465;  5 413;  39 818;  14 774;  25 044;  14 001;  7 639;  6 362;  31 230;  17 054;  14 176;  50 714;  28 728;  21 986;  31 859;  17 469;  14 390;  3 226;  1 892;  1 334;   704;   456;   248;  2 759;  1 396;  1 363
2021;41;Kocaeli; 1 553 338;  781 657;  771 681;  28 261;  3 501;  24 760;  35 813;  7 273;  28 540;  248 087;  88 608;  159 479;  133 113;  71 199;  61 914;  298 189;  159 597;  138 592;  460 405;  268 497;  191 908;  302 539;  158 175;  144 364;  31 132;  17 112;  14 020;  3 956;  2 322;  1 634;  11 843;  5 373;  6 470
2021;42;Konya; 1 724 610;  847 784;  876 826;  34 728;  4 071;  30 657;  53 786;  9 590;  44 196;  419 977;  156 842;  263 135;  156 124;  86 208;  69 916;  337 529;  187 127;  150 402;  391 638;  222 740;  168 898;  269 370;  146 746;  122 624;  34 349;  19 831;  14 518;  6 226;  4 012;  2 214;  20 883;  10 617;  10 266
2021;43;Kütahya;  471 403;  229 281;  242 122;  8 331;  1 356;  6 975;  21 292;  4 773;  16 519;  121 915;  43 572;  78 343;  44 753;  22 369;  22 384;  73 461;  40 058;  33 403;  116 817;  71 076;  45 741;  73 428;  39 707;  33 721;  7 945;  4 548;  3 397;  1 319;   843;   476;  2 142;   979;  1 163
2021;44;Malatya;  625 459;  309 658;  315 801;  33 239;  4 497;  28 742;  21 409;  5 336;  16 073;  105 222;  39 281;  65 941;  46 271;  25 448;  20 823;  116 883;  65 790;  51 093;  170 098;  97 448;  72 650;  112 966;  61 153;  51 813;  12 457;  7 211;  5 246;  2 074;  1 360;   714;  4 840;  2 134;  2 706
2021;45;Manisa; 1 157 667;  577 710;  579 957;  23 303;  3 222;  20 081;  46 070;  11 303;  34 767;  318 994;  134 609;  184 385;  112 783;  63 962;  48 821;  207 400;  114 650;  92 750;  258 415;  147 238;  111 177;  170 174;  91 517;  78 657;  15 329;  8 522;  6 807;  1 849;  1 119;   730;  3 350;  1 568;  1 782
2021;46;Kahramanmaraş;  853 483;  431 503;  421 980;  41 386;  6 272;  35 114;  33 666;  9 093;  24 573;  157 523;  62 844;  94 679;  85 416;  48 553;  36 863;  190 443;  104 996;  85 447;  200 031;  119 500;  80 531;  119 665;  65 881;  53 784;  13 354;  8 136;  5 218;  1 722;  1 160;   562;  10 277;  5 068;  5 209
2021;47;Mardin;  576 256;  285 885;  290 371;  48 878;  7 130;  41 748;  36 934;  9 627;  27 307;  76 825;  33 803;  43 022;  42 980;  23 433;  19 547;  148 510;  80 448;  68 062;  133 711;  80 695;  53 016;  70 850;  41 171;  29 679;  7 950;  5 396;  2 554;   503;   347;   156;  9 115;  3 835;  5 280
2021;48;Muğla;  820 114;  416 965;  403 149;  10 863;  1 616;  9 247;  17 669;  4 390;  13 279;  184 557;  80 201;  104 356;  59 574;  35 207;  24 367;  128 870;  72 659;  56 211;  216 486;  120 006;  96 480;  172 364;  87 843;  84 521;  17 104;  8 826;  8 278;  3 061;  1 762;  1 299;  9 566;  4 455;  5 111
2021;49;Muş;  270 790;  137 900;  132 890;  19 770;  2 898;  16 872;  20 248;  6 066;  14 182;  37 405;  18 250;  19 155;  23 008;  13 879;  9 129;  75 989;  40 159;  35 830;  59 528;  35 961;  23 567;  28 842;  17 474;  11 368;  3 378;  2 138;  1 240;   440;   341;   99;  2 182;   734;  1 448
2021;50;Nevşehir;  238 960;  116 233;  122 727;  6 112;   564;  5 548;  6 949;  1 387;  5 562;  55 346;  21 532;  33 814;  21 739;  11 523;  10 216;  44 387;  24 547;  19 840;  59 748;  33 410;  26 338;  37 185;  19 242;  17 943;  3 695;  2 046;  1 649;   757;   443;   314;  3 042;  1 539;  1 503
2021;51;Niğde;  277 877;  138 107;  139 770;  8 763;   840;  7 923;  8 734;  1 829;  6 905;  63 617;  25 936;  37 681;  28 080;  15 868;  12 212;  58 968;  33 008;  25 960;  65 028;  36 860;  28 168;  38 459;  20 263;  18 196;  4 314;  2 445;  1 869;   903;   553;   350;  1 011;   505;   506
2021;52;Ordu;  615 073;  304 891;  310 182;  33 974;  5 354;  28 620;  40 805;  9 596;  31 209;  135 527;  63 343;  72 184;  49 116;  27 215;  21 901;  107 313;  60 524;  46 789;  146 259;  85 080;  61 179;  88 634;  46 536;  42 098;  7 845;  4 392;  3 453;  1 170;   720;   450;  4 430;  2 131;  2 299
2021;53;Rize;  281 896;  140 678;  141 218;  8 915;   745;  8 170;  12 173;  1 444;  10 729;  53 585;  23 096;  30 489;  22 383;  12 724;  9 659;  47 353;  25 552;  21 801;  80 854;  46 896;  33 958;  49 316;  26 330;  22 986;  4 977;  2 699;  2 278;   855;   542;   313;  1 485;   650;   835
2021;54;Sakarya;  816 425;  405 800;  410 625;  18 815;  2 358;  16 457;  19 248;  4 387;  14 861;  173 061;  66 373;  106 688;  67 355;  36 673;  30 682;  147 080;  80 520;  66 560;  233 649;  133 183;  100 466;  132 285;  68 710;  63 575;  14 497;  8 134;  6 363;  2 565;  1 669;   896;  7 870;  3 793;  4 077
2021;55;Samsun; 1 073 494;  525 506;  547 988;  24 220;  3 696;  20 524;  62 630;  15 302;  47 328;  237 997;  103 253;  134 744;  90 209;  50 982;  39 227;  184 393;  100 217;  84 176;  258 409;  141 046;  117 363;  184 329;  94 513;  89 816;  19 199;  10 174;  9 025;  3 340;  2 014;  1 326;  8 768;  4 309;  4 459
2021;56;Siirt;  221 598;  112 344;  109 254;  17 300;  2 329;  14 971;  14 806;  3 778;  11 028;  24 478;  9 887;  14 591;  15 905;  9 166;  6 739;  62 702;  33 104;  29 598;  52 188;  32 987;  19 201;  29 359;  18 129;  11 230;  3 208;  2 189;  1 019;   470;   346;   124;  1 182;   429;   753
2021;57;Sinop;  181 448;  89 570;  91 878;  6 808;  1 197;  5 611;  9 408;  2 649;  6 759;  50 378;  22 086;  28 292;  17 743;  9 839;  7 904;  28 281;  15 985;  12 296;  37 898;  21 056;  16 842;  26 018;  14 091;  11 927;  2 441;  1 397;  1 044;   508;   289;   219;  1 965;   981;   984
2021;58;Sivas;  503 359;  250 550;  252 809;  24 303;  3 023;  21 280;  20 321;  5 458;  14 863;  98 977;  40 235;  58 742;  37 546;  19 718;  17 828;  89 782;  49 235;  40 547;  133 096;  78 975;  54 121;  81 717;  44 573;  37 144;  8 966;  5 105;  3 861;  1 799;  1 096;   703;  6 852;  3 132;  3 720
2021;59;Tekirdağ;  872 872;  447 212;  425 660;  11 738;  1 756;  9 982;  21 345;  5 118;  16 227;  171 472;  67 759;  103 713;  91 234;  50 030;  41 204;  172 295;  95 006;  77 289;  242 440;  143 200;  99 240;  141 790;  73 720;  68 070;  13 423;  7 154;  6 269;  1 790;  1 046;   744;  5 345;  2 423;  2 922
2021;60;Tokat;  483 455;  237 921;  245 534;  12 746;  2 059;  10 687;  33 769;  9 058;  24 711;  113 740;  44 695;  69 045;  43 518;  23 372;  20 146;  86 973;  48 155;  38 818;  110 838;  64 433;  46 405;  71 423;  40 197;  31 226;  7 006;  4 174;  2 832;  1 309;   825;   484;  2 133;   953;  1 180
2021;61;Trabzon;  647 895;  318 503;  329 392;  23 900;  2 498;  21 402;  29 224;  5 538;  23 686;  118 666;  48 629;  70 037;  41 929;  23 908;  18 021;  100 202;  55 227;  44 975;  187 873;  105 157;  82 716;  123 035;  65 219;  57 816;  13 124;  7 189;  5 935;  2 886;  1 763;  1 123;  7 056;  3 375;  3 681
2021;62;Tunceli;  70 793;  37 718;  33 075;  4 104;   598;  3 506;  2 613;   664;  1 949;  11 429;  5 482;  5 947;  4 606;  2 612;  1 994;  9 516;  5 582;  3 934;  21 453;  13 216;  8 237;  14 425;  8 085;  6 340;  1 352;   746;   606;   229;   148;   81;  1 066;   585;   481
2021;63;Şanlıurfa; 1 304 096;  649 030;  655 066;  111 012;  13 453;  97 559;  111 764;  27 118;  84 646;  188 325;  84 548;  103 777;  106 966;  71 908;  35 058;  378 445;  206 757;  171 688;  245 872;  153 131;  92 741;  131 215;  76 234;  54 981;  15 256;  9 599;  5 657;  1 488;  1 043;   445;  13 753;  5 239;  8 514
2021;64;Uşak;  298 217;  146 799;  151 418;  5 367;   653;  4 714;  12 168;  2 474;  9 694;  68 909;  27 704;  41 205;  33 854;  18 501;  15 353;  51 985;  28 887;  23 098;  71 895;  39 929;  31 966;  44 720;  23 623;  21 097;  4 563;  2 565;  1 998;   888;   551;   337;  3 868;  1 912;  1 956
2021;65;Van;  766 231;  390 634;  375 597;  49 278;  6 984;  42 294;  69 171;  15 668;  53 503;  110 636;  48 160;  62 476;  63 546;  40 964;  22 582;  203 744;  116 218;  87 526;  163 933;  100 970;  62 963;  89 522;  52 332;  37 190;  11 046;  7 249;  3 797;  1 552;  1 094;   458;  3 803;   995;  2 808
2021;66;Yozgat;  327 556;  161 798;  165 758;  12 802;  1 838;  10 964;  15 966;  4 968;  10 998;  81 024;  31 792;  49 232;  26 106;  13 557;  12 549;  58 603;  32 524;  26 079;  78 326;  47 402;  30 924;  41 484;  22 796;  18 688;  4 096;  2 498;  1 598;   693;   429;   264;  8 456;  3 994;  4 462
2021;67;Zonguldak;  486 418;  238 841;  247 577;  23 702;  2 506;  21 196;  17 297;  3 152;  14 145;  115 279;  46 204;  69 075;  45 033;  26 752;  18 281;  75 921;  41 999;  33 922;  125 577;  74 647;  50 930;  71 381;  37 245;  34 136;  6 888;  3 676;  3 212;  1 178;   673;   505;  4 162;  1 987;  2 175
2021;68;Aksaray;  313 259;  154 689;  158 570;  12 067;  1 253;  10 814;  10 938;  2 957;  7 981;  69 348;  27 820;  41 528;  32 627;  18 047;  14 580;  67 632;  37 325;  30 307;  67 253;  38 934;  28 319;  40 618;  21 179;  19 439;  4 872;  2 930;  1 942;   842;   532;   310;  7 062;  3 712;  3 350
2021;69;Bayburt;  68 348;  34 914;  33 434;  2 705;   247;  2 458;  2 349;   588;  1 761;  12 059;  4 632;  7 427;  5 639;  2 788;  2 851;  11 483;  6 492;  4 991;  20 536;  11 899;  8 637;  11 192;  6 865;  4 327;  1 216;   739;   477;   313;   221;   92;   856;   443;   413
2021;70;Karaman;  201 281;  99 995;  101 286;  3 927;   577;  3 350;  5 389;  1 467;  3 922;  46 170;  18 330;  27 840;  22 484;  12 000;  10 484;  38 099;  20 745;  17 354;  46 557;  25 651;  20 906;  31 143;  17 054;  14 089;  3 277;  1 928;  1 349;   587;   377;   210;  3 648;  1 866;  1 782
2021;71;Kırıkkale;  220 078;  108 834;  111 244;  6 592;   597;  5 995;  6 512;  1 217;  5 295;  39 661;  12 786;  26 875;  15 422;  7 181;  8 241;  40 190;  21 403;  18 787;  70 496;  42 014;  28 482;  35 799;  20 455;  15 344;  3 929;  2 380;  1 549;   524;   373;   151;   953;   428;   525
2021;72;Batman;  420 834;  210 894;  209 940;  23 582;  3 305;  20 277;  23 476;  5 229;  18 247;  44 195;  16 637;  27 558;  36 484;  20 360;  16 124;  112 028;  59 471;  52 557;  111 169;  65 453;  45 716;  59 465;  34 299;  25 166;  6 489;  4 429;  2 060;   537;   386;   151;  3 409;  1 325;  2 084
2021;73;Şırnak;  352 268;  184 285;  167 983;  24 089;  3 287;  20 802;  21 313;  5 579;  15 734;  32 849;  15 583;  17 266;  19 792;  11 122;  8 670;  110 176;  58 883;  51 293;  90 890;  57 063;  33 827;  43 109;  27 283;  15 826;  4 277;  2 974;  1 303;   255;   189;   66;  5 518;  2 322;  3 196
2021;74;Bartın;  167 421;  82 156;  85 265;  6 182;  1 160;  5 022;  9 655;  1 765;  7 890;  38 814;  16 645;  22 169;  20 183;  11 798;  8 385;  26 919;  14 274;  12 645;  39 141;  22 275;  16 866;  22 179;  11 846;  10 333;  2 175;  1 256;   919;   462;   297;   165;  1 711;   840;   871
2021;75;Ardahan;  75 496;  39 228;  36 268;  4 391;   592;  3 799;  2 942;   941;  2 001;  16 786;  7 267;  9 519;  6 697;  3 830;  2 867;  15 807;  9 192;  6 615;  17 020;  10 909;  6 111;  9 710;  5 368;  4 342;  1 120;   665;   455;   206;   140;   66;   817;   324;   493
2021;76;Iğdır;  143 955;  74 558;  69 397;  10 110;  1 462;  8 648;  9 326;  3 312;  6 014;  21 149;  11 217;  9 932;  13 388;  7 813;  5 575;  34 038;  20 082;  13 956;  31 764;  18 292;  13 472;  19 425;  9 885;  9 540;  2 142;  1 228;   914;   337;   247;   90;  2 276;  1 020;  1 256
2021;77;Yalova;  208 855;  103 934;  104 921;  3 581;   460;  3 121;  4 860;  1 055;  3 805;  38 346;  14 494;  23 852;  14 481;  7 941;  6 540;  37 052;  19 926;  17 126;  60 024;  33 278;  26 746;  41 450;  21 978;  19 472;  4 489;  2 481;  2 008;   685;   456;   229;  3 887;  1 865;  2 022
2021;78;Karabük;  200 710;  98 038;  102 672;  8 088;  1 005;  7 083;  6 477;  1 298;  5 179;  41 128;  16 373;  24 755;  16 616;  8 451;  8 165;  29 898;  16 630;  13 268;  55 041;  31 382;  23 659;  38 005;  19 860;  18 145;  3 818;  2 079;  1 739;   833;   581;   252;   806;   379;   427
2021;79;Kilis;  103 434;  51 841;  51 593;  3 091;   574;  2 517;  3 461;  1 040;  2 421;  13 291;  5 867;  7 424;  11 683;  5 955;  5 728;  26 768;  13 919;  12 849;  25 966;  13 791;  12 175;  15 375;  8 675;  6 700;  1 650;  1 008;   642;   243;   160;   83;  1 906;   852;  1 054
