year;province_name;general_total;illiterate_total;illiterate_ratio;literate_without_diploma_total;literate_without_diploma_ratio;primary_school_total;primary_school_ratio;primary_education_total;primary_education_ratio;lower_secondary_school_total;lower_secondary_school_ratio;upper_secondary_school_total;upper_secondary_school_ratio;universities_and_other_higher_educational_institutions_total;universities_and_other_higher_educational_institutions_ratio;master_total;master_ratio;doctorate_total;doctorate_ratio;unknown_total;unknown_ratio
2023;Adıyaman;439005;24785;5.65;15829;3.61;70552;16.07;39254;8.94;98873;22.52;114263;26.03;66590;15.17;6844;1.56;729;0.17;1286;0.29
2023;Afyonkarahisar;589286;11779;2.00;19382;3.29;146264;24.82;53290;9.04;115109;19.53;144992;24.60;82835;14.06;10160;1.72;1621;0.28;3854;0.65
2023;Ağrı;346697;25463;7.34;29314;8.46;61476;17.73;23733;6.85;89264;25.75;71380;20.59;39842;11.49;4276;1.23;455;0.13;1494;0.43
2023;Amasya;278430;6435;2.31;9708;3.49;66299;23.81;22756;8.17;45606;16.38;72676;26.10;48519;17.43;4732;1.70;747;0.27;952;0.34
2023;Ankara;4585683;68802;1.50;73276;1.60;623787;13.60;229824;5.01;703767;15.35;1401308;30.56;1223192;26.67;203334;4.43;41023;0.89;17370;0.38
2023;Antalya;2046298;17952;0.88;57390;2.80;358182;17.50;147002;7.18;358663;17.53;597389;29.19;437013;21.36;45736;2.24;6772;0.33;20199;0.99
2023;Artvin;145569;3624;2.49;4721;3.24;28796;19.78;9679;6.65;22079;15.17;46381;31.86;27011;18.56;2435;1.67;461;0.32;382;0.26
2023;Aydın;938809;13773;1.47;32699;3.48;216314;23.04;77291;8.23;163601;17.43;236617;25.20;170851;18.20;17919;1.91;2895;0.31;6849;0.73
2023;Balıkesir;1060926;16351;1.54;32238;3.04;264422;24.92;76011;7.16;166756;15.72;273717;25.80;202141;19.05;19916;1.88;2868;0.27;6506;0.61
2023;Bilecik;183662;2579;1.40;2811;1.53;40762;22.19;14554;7.92;30442;16.58;56091;30.54;32356;17.62;3076;1.67;533;0.29;458;0.25
2023;Bingöl;213751;11683;5.47;9909;4.64;25633;11.99;17460;8.17;42777;20.01;68578;32.08;32597;15.25;3706;1.73;583;0.27;825;0.39
2023;Bitlis;250110;13196;5.28;15343;6.13;32428;12.97;20457;8.18;64196;25.67;64984;25.98;34183;13.67;3930;1.57;453;0.18;940;0.38
2023;Bolu;263290;6054;2.30;6901;2.62;58093;22.06;21282;8.08;37653;14.30;77821;29.56;47869;18.18;5552;2.11;1293;0.49;772;0.29
2023;Burdur;229515;4173;1.82;6614;2.88;57894;25.22;17795;7.75;35955;15.67;60713;26.45;40113;17.48;4475;1.95;900;0.39;883;0.38
2023;Bursa;2508075;46991;1.87;51293;2.05;456047;18.18;210778;8.40;466241;18.59;720500;28.73;484338;19.31;49281;1.96;6277;0.25;16329;0.65
2023;Çanakkale;479029;4579;0.96;13933;2.91;120766;25.21;30636;6.40;68922;14.39;125433;26.18;98964;20.66;11887;2.48;2396;0.50;1513;0.32
2023;Çankırı;167592;5238;3.13;5562;3.32;41313;24.65;14213;8.48;27411;16.36;45967;27.43;24341;14.52;2512;1.50;482;0.29;553;0.33
2023;Çorum;430093;16346;3.80;22011;5.12;106618;24.79;40811;9.49;72530;16.86;98604;22.93;63490;14.76;6548;1.52;985;0.23;2150;0.50
2023;Denizli;849488;9663;1.14;26675;3.14;187383;22.06;77547;9.13;147726;17.39;224776;26.46;153345;18.05;15916;1.87;2713;0.32;3744;0.44
2023;Diyarbakır;1253198;78064;6.23;97285;7.76;146679;11.70;85266;6.80;322782;25.76;313245;25.00;182784;14.59;22562;1.80;2339;0.19;2192;0.17
2023;Edirne;352219;6620;1.88;9453;2.68;88724;25.19;26058;7.40;53253;15.12;96072;27.28;61312;17.41;7456;2.12;1774;0.50;1497;0.43
2023;Elazığ;475751;16279;3.42;28541;6.00;71021;14.93;33596;7.06;91517;19.24;133705;28.10;85103;17.89;11549;2.43;2296;0.48;2144;0.45
2023;Erzincan;196246;7529;3.84;6623;3.37;34538;17.60;13119;6.68;30934;15.76;58948;30.04;37893;19.31;4132;2.11;891;0.45;1639;0.84
2023;Erzurum;568264;27623;4.86;24494;4.31;103280;18.17;36032;6.34;110508;19.45;155333;27.33;92953;16.36;12727;2.24;3187;0.56;2127;0.37
2023;Eskişehir;741306;10135;1.37;11296;1.52;135995;18.35;46497;6.27;110087;14.85;230875;31.14;164966;22.25;21062;2.84;5132;0.69;5261;0.71
2023;Gaziantep;1501986;46493;3.10;54690;3.64;257670;17.16;157338;10.48;374266;24.92;354001;23.57;219147;14.59;26188;1.74;3041;0.20;9152;0.61
2023;Giresun;386290;15561;4.03;25138;6.51;81889;21.20;30088;7.79;60334;15.62;98962;25.62;64643;16.73;6115;1.58;1168;0.30;2392;0.62
2023;Gümüşhane;122067;3960;3.24;6144;5.03;24044;19.70;9681;7.93;18084;14.81;36530;29.93;19581;16.04;2081;1.70;458;0.38;1504;1.23
2023;Hakkari;211492;8752;4.14;9729;4.60;15222;7.20;9827;4.65;54230;25.64;77149;36.48;32278;15.26;2520;1.19;196;0.09;1589;0.75
2023;Hatay;1144268;22360;1.95;59953;5.24;239252;20.91;98432;8.60;245340;21.44;268447;23.46;177558;15.52;17615;1.54;1791;0.16;13520;1.18
2023;Isparta;364707;7184;1.97;8640;2.37;76066;20.86;24318;6.67;55051;15.09;107906;29.59;71669;19.65;9287;2.55;2570;0.70;2016;0.55
2023;Mersin;1474983;27211;1.84;61439;4.17;287121;19.47;110609;7.50;282863;19.18;391753;26.56;275248;18.66;28097;1.90;3575;0.24;7067;0.48
2023;İstanbul;12003048;198638;1.65;250075;2.08;1817575;15.14;829453;6.91;2107328;17.56;3433622;28.61;2783676;23.19;410325;3.42;62882;0.52;109474;0.91
2023;İzmir;3666628;42096;1.15;98098;2.68;676670;18.45;246390;6.72;614333;16.75;1033320;28.18;822304;22.43;99784;2.72;18663;0.51;14970;0.41
2023;Kars;209790;11468;5.47;8673;4.13;38074;18.15;16750;7.98;47089;22.45;51606;24.60;30884;14.72;3327;1.59;771;0.37;1148;0.55
2023;Kastamonu;327886;13663;4.17;16348;4.99;90192;27.51;27943;8.52;49557;15.11;76698;23.39;46758;14.26;5023;1.53;977;0.30;727;0.22
2023;Kayseri;1113735;23419;2.10;30104;2.70;206006;18.50;85859;7.71;214437;19.25;312835;28.09;205397;18.44;23789;2.14;3822;0.34;8067;0.72
2023;Kırklareli;316518;4182;1.32;5709;1.80;73295;23.16;27420;8.66;49157;15.53;91593;28.94;57652;18.21;5546;1.75;840;0.27;1124;0.36
2023;Kırşehir;194039;5006;2.58;6494;3.35;40052;20.64;14104;7.27;32326;16.66;56151;28.94;33401;17.21;3732;1.92;752;0.39;2021;1.04
2023;Kocaeli;1624223;26268;1.62;34593;2.13;242589;14.94;129198;7.95;303236;18.67;502641;30.95;338894;20.86;36127;2.22;4313;0.27;6364;0.39
2023;Konya;1780385;31933;1.79;50548;2.84;414481;23.28;153247;8.61;347009;19.49;432145;24.27;292193;16.41;40224;2.26;6794;0.38;11811;0.66
2023;Kütahya;471855;7233;1.53;19180;4.06;118697;25.16;44350;9.40;73701;15.62;125220;26.54;72217;15.30;8847;1.87;1408;0.30;1002;0.21
2023;Malatya;585595;29214;4.99;19712;3.37;99006;16.91;43006;7.34;106777;18.23;165170;28.21;106047;18.11;12117;2.07;1939;0.33;2607;0.45
2023;Manisa;1183745;20797;1.76;42548;3.59;309872;26.18;110922;9.37;213379;18.03;279857;23.64;185223;15.65;17360;1.47;2040;0.17;1747;0.15
2023;Kahramanmaraş;830493;36967;4.45;31349;3.77;151378;18.23;80460;9.69;185056;22.28;201461;24.26;122051;14.70;13584;1.64;1685;0.20;6502;0.78
2023;Mardin;602561;46894;7.78;36873;6.12;78378;13.01;41707;6.92;152233;25.26;151898;25.21;78273;12.99;9277;1.54;588;0.10;6440;1.07
2023;Muğla;863499;9759;1.13;16653;1.93;180442;20.90;59640;6.91;134400;15.56;238607;27.63;194983;22.58;20355;2.36;3446;0.40;5214;0.60
2023;Muş;272838;18451;6.76;18977;6.96;37742;13.83;21931;8.04;74724;27.39;64567;23.66;31016;11.37;3584;1.31;504;0.18;1342;0.49
2023;Nevşehir;248315;5433;2.19;6612;2.66;54890;22.10;21616;8.71;45305;18.24;66767;26.89;40336;16.24;4389;1.77;861;0.35;2106;0.85
2023;Niğde;292405;8013;2.74;8476;2.90;64550;22.08;28468;9.74;62091;21.23;72524;24.80;41483;14.19;5082;1.74;1000;0.34;718;0.25
2023;Ordu;635065;30622;4.82;38378;6.04;137787;21.70;50715;7.99;111508;17.56;156402;24.63;96687;15.22;9238;1.45;1310;0.21;2418;0.38
2023;Rize;288947;8054;2.79;11494;3.98;53599;18.55;22443;7.77;46791;16.19;86594;29.97;52719;18.25;5489;1.90;976;0.34;788;0.27
2023;Sakarya;855883;17038;1.99;18381;2.15;172535;20.16;67682;7.91;151041;17.65;256740;30.00;148035;17.30;16893;1.97;2800;0.33;4738;0.55
2023;Samsun;1104713;22096;2.00;57946;5.25;236699;21.43;90830;8.22;186291;16.86;280531;25.39;199228;18.03;21966;1.99;3719;0.34;5407;0.49
2023;Siirt;240057;16506;6.88;14668;6.11;25638;10.68;15636;6.51;62641;26.09;63426;26.42;36349;15.14;3898;1.62;527;0.22;768;0.32
2023;Sinop;192662;6197;3.22;8763;4.55;52556;27.28;19157;9.94;29889;15.51;43489;22.57;28141;14.61;2779;1.44;578;0.30;1113;0.58
2023;Sivas;521920;22565;4.32;19546;3.75;101854;19.52;38654;7.41;91841;17.60;147287;28.22;84060;16.11;10250;1.96;1968;0.38;3895;0.75
2023;Tekirdağ;921456;11510;1.25;21044;2.28;171292;18.59;90934;9.87;179557;19.49;266531;28.92;159286;17.29;15789;1.71;1935;0.21;3578;0.39
2023;Tokat;492726;11710;2.38;31020;6.30;114106;23.16;44241;8.98;86474;17.55;119387;24.23;74789;15.18;7998;1.62;1457;0.30;1544;0.31
2023;Trabzon;660614;21443;3.25;27534;4.17;118885;18.00;41888;6.34;100333;15.19;198049;29.98;130708;19.79;14431;2.18;3152;0.48;4191;0.63
2023;Tunceli;76309;3760;4.93;2607;3.42;11979;15.70;4908;6.43;9804;12.85;24496;32.10;16115;21.12;1565;2.05;254;0.33;821;1.08
2023;Şanlıurfa;1372222;106975;7.80;108030;7.87;197994;14.43;103971;7.58;400026;29.15;282081;20.56;147428;10.74;16770;1.22;1604;0.12;7343;0.54
2023;Uşak;304026;4773;1.57;11028;3.63;68320;22.47;33371;10.98;53131;17.48;77473;25.48;48219;15.86;5097;1.68;973;0.32;1641;0.54
2023;Van;776168;45809;5.90;65491;8.44;108771;14.01;59052;7.61;199719;25.73;181521;23.39;99365;12.80;12751;1.64;1765;0.23;1924;0.25
2023;Yozgat;335027;11906;3.55;14796;4.42;81324;24.27;26273;7.84;59759;17.84;85807;25.61;45044;13.44;4569;1.36;717;0.21;4832;1.44
2023;Zonguldak;494543;21238;4.29;16347;3.31;112700;22.79;44827;9.06;77033;15.58;134473;27.19;76284;15.43;7618;1.54;1237;0.25;2786;0.56
2023;Aksaray;325188;11168;3.43;10596;3.26;69791;21.46;32218;9.91;70294;21.62;74622;22.95;44542;13.70;5869;1.80;938;0.29;5150;1.58
2023;Bayburt;69756;2423;3.47;2256;3.23;12443;17.84;5713;8.19;11293;16.19;21855;31.33;11569;16.58;1326;1.90;348;0.50;530;0.76
2023;Karaman;207838;3517;1.69;4925;2.37;45972;22.12;22046;10.61;38555;18.55;52160;25.10;33738;16.23;4067;1.96;690;0.33;2168;1.04
2023;Kırıkkale;231748;5887;2.54;6174;2.66;39894;17.21;15845;6.84;41521;17.92;77662;33.51;39092;16.87;4403;1.90;602;0.26;668;0.29
2023;Batman;443929;22572;5.08;23463;5.29;45606;10.27;35773;8.06;114207;25.73;126388;28.47;64987;14.64;8293;1.87;598;0.13;2042;0.46
2023;Şırnak;377656;23419;6.20;21104;5.59;33802;8.95;18917;5.01;111885;29.63;107127;28.37;51729;13.70;4947;1.31;280;0.07;4446;1.18
2023;Bartın;173527;5403;3.11;9058;5.22;38793;22.36;20586;11.86;27623;15.92;43520;25.08;24420;14.07;2511;1.45;540;0.31;1073;0.62
2023;Ardahan;74811;3900;5.21;2757;3.69;16252;21.72;6434;8.60;15018;20.07;18248;24.39;10320;13.79;1184;1.58;239;0.32;459;0.61
2023;Iğdır;152966;9428;6.16;9258;6.05;21139;13.82;12931;8.45;34378;22.47;38857;25.40;22741;14.87;2577;1.68;399;0.26;1258;0.82
2023;Yalova;226861;3378;1.49;4824;2.13;38835;17.12;14733;6.49;39511;17.42;68896;30.37;47512;20.94;5431;2.39;823;0.36;2918;1.29
2023;Karabük;206258;7140;3.46;6139;2.98;41023;19.89;16818;8.15;30514;14.79;59903;29.04;39079;18.95;4241;2.06;926;0.45;475;0.23
2023;Kilis;112394;2914;2.59;3408;3.03;13881;12.35;11706;10.42;27855;24.78;30869;27.46;18516;16.47;2123;1.89;319;0.28;803;0.71
2023;Osmaniye;420331;17308;4.12;10996;2.62;67665;16.10;33020;7.86;89452;21.28;117410;27.93;73058;17.38;7394;1.76;632;0.15;3396;0.81
2023;Düzce;324625;7543;2.32;10507;3.24;63665;19.61;32819;10.11;56110;17.28;92546;28.51;53391;16.45;5482;1.69;1103;0.34;1459;0.45
2023;TR;65739229;1667829;2.54;2195658;3;11830806;16;4974614;6;12281753;15;17998752;22;12563347;14;1569093;2;254203;0;403174;0
